Run Num,Grass Regrowth,Sheep Gain,Wolf Gain,Animal,Step Num,Count
62,25,3,20,Wolves,0,50
62,25,3,20,Sheep,0,100
62,25,3,20,Grass,0,208
63,25,3,20,Wolves,0,50
63,25,3,20,Sheep,0,100
63,25,3,20,Grass,0,212
64,25,3,20,Wolves,0,50
64,25,3,20,Sheep,0,100
64,25,3,20,Grass,0,186
65,25,3,20,Wolves,0,50
65,25,3,20,Sheep,0,100
65,25,3,20,Grass,0,192
66,25,3,20,Wolves,0,50
66,25,3,20,Sheep,0,100
66,25,3,20,Grass,0,223
67,25,3,20,Wolves,0,50
67,25,3,20,Sheep,0,100
67,25,3,20,Grass,0,211
68,25,3,20,Wolves,0,50
68,25,3,20,Sheep,0,100
68,25,3,20,Grass,0,213
69,25,3,20,Wolves,0,50
69,25,3,20,Sheep,0,100
69,25,3,20,Grass,0,208
70,25,3,22,Wolves,0,50
70,25,3,22,Sheep,0,100
70,25,3,22,Grass,0,191
71,25,3,22,Wolves,0,50
71,25,3,22,Sheep,0,100
71,25,3,22,Grass,0,201
72,25,3,22,Wolves,0,50
72,25,3,22,Sheep,0,100
72,25,3,22,Grass,0,196
73,25,3,22,Wolves,0,50
73,25,3,22,Sheep,0,100
73,25,3,22,Grass,0,196
74,25,3,22,Wolves,0,50
74,25,3,22,Sheep,0,100
74,25,3,22,Grass,0,181
75,25,3,22,Wolves,0,50
75,25,3,22,Sheep,0,100
75,25,3,22,Grass,0,197
76,25,3,22,Wolves,0,50
76,25,3,22,Sheep,0,100
76,25,3,22,Grass,0,192
77,25,3,22,Wolves,0,50
77,25,3,22,Sheep,0,100
77,25,3,22,Grass,0,197
78,25,3,22,Wolves,0,50
78,25,3,22,Sheep,0,100
78,25,3,22,Grass,0,198
79,25,3,22,Wolves,0,50
79,25,3,22,Sheep,0,100
79,25,3,22,Grass,0,213
80,25,3,24,Wolves,0,50
80,25,3,24,Sheep,0,100
80,25,3,24,Grass,0,197
81,25,3,24,Wolves,0,50
81,25,3,24,Sheep,0,100
81,25,3,24,Grass,0,215
82,25,3,24,Wolves,0,50
82,25,3,24,Sheep,0,100
82,25,3,24,Grass,0,182
83,25,3,24,Wolves,0,50
83,25,3,24,Sheep,0,100
83,25,3,24,Grass,0,206
84,25,3,24,Wolves,0,50
84,25,3,24,Sheep,0,100
84,25,3,24,Grass,0,191
85,25,3,24,Wolves,0,50
85,25,3,24,Sheep,0,100
85,25,3,24,Grass,0,189
86,25,3,24,Wolves,0,50
86,25,3,24,Sheep,0,100
86,25,3,24,Grass,0,180
87,25,3,24,Wolves,0,50
87,25,3,24,Sheep,0,100
87,25,3,24,Grass,0,199
88,25,3,24,Wolves,0,50
88,25,3,24,Sheep,0,100
88,25,3,24,Grass,0,181
89,25,3,24,Wolves,0,50
89,25,3,24,Sheep,0,100
89,25,3,24,Grass,0,204
90,25,3,26,Wolves,0,50
90,25,3,26,Sheep,0,100
90,25,3,26,Grass,0,190
91,25,3,26,Wolves,0,50
91,25,3,26,Sheep,0,100
91,25,3,26,Grass,0,177
92,25,3,26,Wolves,0,50
92,25,3,26,Sheep,0,100
92,25,3,26,Grass,0,196
93,25,3,26,Wolves,0,50
93,25,3,26,Sheep,0,100
93,25,3,26,Grass,0,193
94,25,3,26,Wolves,0,50
94,25,3,26,Sheep,0,100
94,25,3,26,Grass,0,208
95,25,3,26,Wolves,0,50
95,25,3,26,Sheep,0,100
95,25,3,26,Grass,0,195
96,25,3,26,Wolves,0,50
96,25,3,26,Sheep,0,100
96,25,3,26,Grass,0,207
97,25,3,26,Wolves,0,50
97,25,3,26,Sheep,0,100
97,25,3,26,Grass,0,209
98,25,3,26,Wolves,0,50
98,25,3,26,Sheep,0,100
98,25,3,26,Grass,0,188
99,25,3,26,Wolves,0,50
99,25,3,26,Sheep,0,100
99,25,3,26,Grass,0,205
100,25,4,18,Wolves,0,50
100,25,4,18,Sheep,0,100
100,25,4,18,Grass,0,208
101,25,4,18,Wolves,0,50
101,25,4,18,Sheep,0,100
101,25,4,18,Grass,0,169
102,25,4,18,Wolves,0,50
102,25,4,18,Sheep,0,100
102,25,4,18,Grass,0,222
103,25,4,18,Wolves,0,50
103,25,4,18,Sheep,0,100
103,25,4,18,Grass,0,179
104,25,4,18,Wolves,0,50
104,25,4,18,Sheep,0,100
104,25,4,18,Grass,0,205
105,25,4,18,Wolves,0,50
105,25,4,18,Sheep,0,100
105,25,4,18,Grass,0,184
106,25,4,18,Wolves,0,50
106,25,4,18,Sheep,0,100
106,25,4,18,Grass,0,184
107,25,4,18,Wolves,0,50
107,25,4,18,Sheep,0,100
107,25,4,18,Grass,0,209
108,25,4,18,Wolves,0,50
108,25,4,18,Sheep,0,100
108,25,4,18,Grass,0,209
109,25,4,18,Wolves,0,50
109,25,4,18,Sheep,0,100
109,25,4,18,Grass,0,186
110,25,4,20,Wolves,0,50
110,25,4,20,Sheep,0,100
110,25,4,20,Grass,0,192
111,25,4,20,Wolves,0,50
111,25,4,20,Sheep,0,100
111,25,4,20,Grass,0,202
112,25,4,20,Wolves,0,50
112,25,4,20,Sheep,0,100
112,25,4,20,Grass,0,207
113,25,4,20,Wolves,0,50
113,25,4,20,Sheep,0,100
113,25,4,20,Grass,0,186
114,25,4,20,Wolves,0,50
114,25,4,20,Sheep,0,100
114,25,4,20,Grass,0,191
115,25,4,20,Wolves,0,50
115,25,4,20,Sheep,0,100
115,25,4,20,Grass,0,213
116,25,4,20,Wolves,0,50
116,25,4,20,Sheep,0,100
116,25,4,20,Grass,0,211
117,25,4,20,Wolves,0,50
117,25,4,20,Sheep,0,100
117,25,4,20,Grass,0,198
118,25,4,20,Wolves,0,50
118,25,4,20,Sheep,0,100
118,25,4,20,Grass,0,212
119,25,4,20,Wolves,0,50
119,25,4,20,Sheep,0,100
119,25,4,20,Grass,0,220
120,25,4,22,Wolves,0,50
120,25,4,22,Sheep,0,100
120,25,4,22,Grass,0,205
121,25,4,22,Wolves,0,50
121,25,4,22,Sheep,0,100
121,25,4,22,Grass,0,185
122,25,4,22,Wolves,0,50
122,25,4,22,Sheep,0,100
122,25,4,22,Grass,0,207
123,25,4,22,Wolves,0,50
123,25,4,22,Sheep,0,100
123,25,4,22,Grass,0,220
124,25,4,22,Wolves,0,50
124,25,4,22,Sheep,0,100
124,25,4,22,Grass,0,199
125,25,4,22,Wolves,0,50
125,25,4,22,Sheep,0,100
125,25,4,22,Grass,0,194
126,25,4,22,Wolves,0,50
126,25,4,22,Sheep,0,100
126,25,4,22,Grass,0,204
127,25,4,22,Wolves,0,50
127,25,4,22,Sheep,0,100
127,25,4,22,Grass,0,188
128,25,4,22,Wolves,0,50
128,25,4,22,Sheep,0,100
128,25,4,22,Grass,0,205
129,25,4,22,Wolves,0,50
129,25,4,22,Sheep,0,100
129,25,4,22,Grass,0,187
130,25,4,24,Wolves,0,50
130,25,4,24,Sheep,0,100
130,25,4,24,Grass,0,206
131,25,4,24,Wolves,0,50
131,25,4,24,Sheep,0,100
131,25,4,24,Grass,0,207
132,25,4,24,Wolves,0,50
132,25,4,24,Sheep,0,100
132,25,4,24,Grass,0,203
133,25,4,24,Wolves,0,50
133,25,4,24,Sheep,0,100
133,25,4,24,Grass,0,207
134,25,4,24,Wolves,0,50
134,25,4,24,Sheep,0,100
134,25,4,24,Grass,0,207
135,25,4,24,Wolves,0,50
135,25,4,24,Sheep,0,100
135,25,4,24,Grass,0,188
136,25,4,24,Wolves,0,50
136,25,4,24,Sheep,0,100
136,25,4,24,Grass,0,211
137,25,4,24,Wolves,0,50
137,25,4,24,Sheep,0,100
137,25,4,24,Grass,0,201
138,25,4,24,Wolves,0,50
138,25,4,24,Sheep,0,100
138,25,4,24,Grass,0,217
139,25,4,24,Wolves,0,50
139,25,4,24,Sheep,0,100
139,25,4,24,Grass,0,182
140,25,4,26,Wolves,0,50
140,25,4,26,Sheep,0,100
140,25,4,26,Grass,0,200
141,25,4,26,Wolves,0,50
141,25,4,26,Sheep,0,100
141,25,4,26,Grass,0,191
142,25,4,26,Wolves,0,50
142,25,4,26,Sheep,0,100
142,25,4,26,Grass,0,202
143,25,4,26,Wolves,0,50
143,25,4,26,Sheep,0,100
143,25,4,26,Grass,0,208
144,25,4,26,Wolves,0,50
144,25,4,26,Sheep,0,100
144,25,4,26,Grass,0,198
145,25,4,26,Wolves,0,50
145,25,4,26,Sheep,0,100
145,25,4,26,Grass,0,201
146,25,4,26,Wolves,0,50
146,25,4,26,Sheep,0,100
146,25,4,26,Grass,0,208
147,25,4,26,Wolves,0,50
147,25,4,26,Sheep,0,100
147,25,4,26,Grass,0,201
148,25,4,26,Wolves,0,50
148,25,4,26,Sheep,0,100
148,25,4,26,Grass,0,200
149,25,4,26,Wolves,0,50
149,25,4,26,Sheep,0,100
149,25,4,26,Grass,0,201
150,25,5,18,Wolves,0,50
150,25,5,18,Sheep,0,100
150,25,5,18,Grass,0,206
151,25,5,18,Wolves,0,50
151,25,5,18,Sheep,0,100
151,25,5,18,Grass,0,198
152,25,5,18,Wolves,0,50
152,25,5,18,Sheep,0,100
152,25,5,18,Grass,0,199
153,25,5,18,Wolves,0,50
153,25,5,18,Sheep,0,100
153,25,5,18,Grass,0,204
154,25,5,18,Wolves,0,50
154,25,5,18,Sheep,0,100
154,25,5,18,Grass,0,199
155,25,5,18,Wolves,0,50
155,25,5,18,Sheep,0,100
155,25,5,18,Grass,0,203
156,25,5,18,Wolves,0,50
156,25,5,18,Sheep,0,100
156,25,5,18,Grass,0,204
157,25,5,18,Wolves,0,50
157,25,5,18,Sheep,0,100
157,25,5,18,Grass,0,192
158,25,5,18,Wolves,0,50
158,25,5,18,Sheep,0,100
158,25,5,18,Grass,0,199
159,25,5,18,Wolves,0,50
159,25,5,18,Sheep,0,100
159,25,5,18,Grass,0,197
160,25,5,20,Wolves,0,50
160,25,5,20,Sheep,0,100
160,25,5,20,Grass,0,216
161,25,5,20,Wolves,0,50
161,25,5,20,Sheep,0,100
161,25,5,20,Grass,0,201
162,25,5,20,Wolves,0,50
162,25,5,20,Sheep,0,100
162,25,5,20,Grass,0,188
163,25,5,20,Wolves,0,50
163,25,5,20,Sheep,0,100
163,25,5,20,Grass,0,192
164,25,5,20,Wolves,0,50
164,25,5,20,Sheep,0,100
164,25,5,20,Grass,0,210
165,25,5,20,Wolves,0,50
165,25,5,20,Sheep,0,100
165,25,5,20,Grass,0,193
166,25,5,20,Wolves,0,50
166,25,5,20,Sheep,0,100
166,25,5,20,Grass,0,192
167,25,5,20,Wolves,0,50
167,25,5,20,Sheep,0,100
167,25,5,20,Grass,0,194
168,25,5,20,Wolves,0,50
168,25,5,20,Sheep,0,100
168,25,5,20,Grass,0,204
169,25,5,20,Wolves,0,50
169,25,5,20,Sheep,0,100
169,25,5,20,Grass,0,200
170,25,5,22,Wolves,0,50
170,25,5,22,Sheep,0,100
170,25,5,22,Grass,0,189
171,25,5,22,Wolves,0,50
171,25,5,22,Sheep,0,100
171,25,5,22,Grass,0,200
172,25,5,22,Wolves,0,50
172,25,5,22,Sheep,0,100
172,25,5,22,Grass,0,211
173,25,5,22,Wolves,0,50
173,25,5,22,Sheep,0,100
173,25,5,22,Grass,0,217
174,25,5,22,Wolves,0,50
174,25,5,22,Sheep,0,100
174,25,5,22,Grass,0,212
175,25,5,22,Wolves,0,50
175,25,5,22,Sheep,0,100
175,25,5,22,Grass,0,207
176,25,5,22,Wolves,0,50
176,25,5,22,Sheep,0,100
176,25,5,22,Grass,0,208
177,25,5,22,Wolves,0,50
177,25,5,22,Sheep,0,100
177,25,5,22,Grass,0,200
178,25,5,22,Wolves,0,50
178,25,5,22,Sheep,0,100
178,25,5,22,Grass,0,194
179,25,5,22,Wolves,0,50
179,25,5,22,Sheep,0,100
179,25,5,22,Grass,0,201
180,25,5,24,Wolves,0,50
180,25,5,24,Sheep,0,100
180,25,5,24,Grass,0,206
181,25,5,24,Wolves,0,50
181,25,5,24,Sheep,0,100
181,25,5,24,Grass,0,208
182,25,5,24,Wolves,0,50
182,25,5,24,Sheep,0,100
182,25,5,24,Grass,0,192
183,25,5,24,Wolves,0,50
183,25,5,24,Sheep,0,100
183,25,5,24,Grass,0,221
184,25,5,24,Wolves,0,50
184,25,5,24,Sheep,0,100
184,25,5,24,Grass,0,205
185,25,5,24,Wolves,0,50
185,25,5,24,Sheep,0,100
185,25,5,24,Grass,0,197
186,25,5,24,Wolves,0,50
186,25,5,24,Sheep,0,100
186,25,5,24,Grass,0,199
187,25,5,24,Wolves,0,50
187,25,5,24,Sheep,0,100
187,25,5,24,Grass,0,174
188,25,5,24,Wolves,0,50
188,25,5,24,Sheep,0,100
188,25,5,24,Grass,0,205
189,25,5,24,Wolves,0,50
189,25,5,24,Sheep,0,100
189,25,5,24,Grass,0,200
190,25,5,26,Wolves,0,50
190,25,5,26,Sheep,0,100
190,25,5,26,Grass,0,215
191,25,5,26,Wolves,0,50
191,25,5,26,Sheep,0,100
191,25,5,26,Grass,0,192
192,25,5,26,Wolves,0,50
192,25,5,26,Sheep,0,100
192,25,5,26,Grass,0,188
193,25,5,26,Wolves,0,50
193,25,5,26,Sheep,0,100
193,25,5,26,Grass,0,189
194,25,5,26,Wolves,0,50
194,25,5,26,Sheep,0,100
194,25,5,26,Grass,0,202
195,25,5,26,Wolves,0,50
195,25,5,26,Sheep,0,100
195,25,5,26,Grass,0,197
196,25,5,26,Wolves,0,50
196,25,5,26,Sheep,0,100
196,25,5,26,Grass,0,199
197,25,5,26,Wolves,0,50
197,25,5,26,Sheep,0,100
197,25,5,26,Grass,0,182
198,25,5,26,Wolves,0,50
198,25,5,26,Sheep,0,100
198,25,5,26,Grass,0,188
199,25,5,26,Wolves,0,50
199,25,5,26,Sheep,0,100
199,25,5,26,Grass,0,172
200,30,2,18,Wolves,0,50
200,30,2,18,Sheep,0,100
200,30,2,18,Grass,0,197
201,30,2,18,Wolves,0,50
201,30,2,18,Sheep,0,100
201,30,2,18,Grass,0,207
202,30,2,18,Wolves,0,50
202,30,2,18,Sheep,0,100
202,30,2,18,Grass,0,205
203,30,2,18,Wolves,0,50
203,30,2,18,Sheep,0,100
203,30,2,18,Grass,0,202
204,30,2,18,Wolves,0,50
204,30,2,18,Sheep,0,100
204,30,2,18,Grass,0,193
205,30,2,18,Wolves,0,50
205,30,2,18,Sheep,0,100
205,30,2,18,Grass,0,212
206,30,2,18,Wolves,0,50
206,30,2,18,Sheep,0,100
206,30,2,18,Grass,0,196
207,30,2,18,Wolves,0,50
207,30,2,18,Sheep,0,100
207,30,2,18,Grass,0,211
208,30,2,18,Wolves,0,50
208,30,2,18,Sheep,0,100
208,30,2,18,Grass,0,205
209,30,2,18,Wolves,0,50
209,30,2,18,Sheep,0,100
209,30,2,18,Grass,0,201
210,30,2,20,Wolves,0,50
210,30,2,20,Sheep,0,100
210,30,2,20,Grass,0,211
211,30,2,20,Wolves,0,50
211,30,2,20,Sheep,0,100
211,30,2,20,Grass,0,207
212,30,2,20,Wolves,0,50
212,30,2,20,Sheep,0,100
212,30,2,20,Grass,0,215
213,30,2,20,Wolves,0,50
213,30,2,20,Sheep,0,100
213,30,2,20,Grass,0,199
214,30,2,20,Wolves,0,50
214,30,2,20,Sheep,0,100
214,30,2,20,Grass,0,200
215,30,2,20,Wolves,0,50
215,30,2,20,Sheep,0,100
215,30,2,20,Grass,0,184
216,30,2,20,Wolves,0,50
216,30,2,20,Sheep,0,100
216,30,2,20,Grass,0,198
217,30,2,20,Wolves,0,50
217,30,2,20,Sheep,0,100
217,30,2,20,Grass,0,190
218,30,2,20,Wolves,0,50
218,30,2,20,Sheep,0,100
218,30,2,20,Grass,0,219
219,30,2,20,Wolves,0,50
219,30,2,20,Sheep,0,100
219,30,2,20,Grass,0,219
220,30,2,22,Wolves,0,50
220,30,2,22,Sheep,0,100
220,30,2,22,Grass,0,194
221,30,2,22,Wolves,0,50
221,30,2,22,Sheep,0,100
221,30,2,22,Grass,0,215
222,30,2,22,Wolves,0,50
222,30,2,22,Sheep,0,100
222,30,2,22,Grass,0,193
223,30,2,22,Wolves,0,50
223,30,2,22,Sheep,0,100
223,30,2,22,Grass,0,197
224,30,2,22,Wolves,0,50
224,30,2,22,Sheep,0,100
224,30,2,22,Grass,0,186
225,30,2,22,Wolves,0,50
225,30,2,22,Sheep,0,100
225,30,2,22,Grass,0,192
226,30,2,22,Wolves,0,50
226,30,2,22,Sheep,0,100
226,30,2,22,Grass,0,202
227,30,2,22,Wolves,0,50
227,30,2,22,Sheep,0,100
227,30,2,22,Grass,0,206
228,30,2,22,Wolves,0,50
228,30,2,22,Sheep,0,100
228,30,2,22,Grass,0,203
229,30,2,22,Wolves,0,50
229,30,2,22,Sheep,0,100
229,30,2,22,Grass,0,206
230,30,2,24,Wolves,0,50
230,30,2,24,Sheep,0,100
230,30,2,24,Grass,0,190
231,30,2,24,Wolves,0,50
231,30,2,24,Sheep,0,100
231,30,2,24,Grass,0,197
232,30,2,24,Wolves,0,50
232,30,2,24,Sheep,0,100
232,30,2,24,Grass,0,209
233,30,2,24,Wolves,0,50
233,30,2,24,Sheep,0,100
233,30,2,24,Grass,0,207
234,30,2,24,Wolves,0,50
234,30,2,24,Sheep,0,100
234,30,2,24,Grass,0,198
235,30,2,24,Wolves,0,50
235,30,2,24,Sheep,0,100
235,30,2,24,Grass,0,199
236,30,2,24,Wolves,0,50
236,30,2,24,Sheep,0,100
236,30,2,24,Grass,0,194
237,30,2,24,Wolves,0,50
237,30,2,24,Sheep,0,100
237,30,2,24,Grass,0,199
238,30,2,24,Wolves,0,50
238,30,2,24,Sheep,0,100
238,30,2,24,Grass,0,184
239,30,2,24,Wolves,0,50
239,30,2,24,Sheep,0,100
239,30,2,24,Grass,0,196
240,30,2,26,Wolves,0,50
240,30,2,26,Sheep,0,100
240,30,2,26,Grass,0,203
241,30,2,26,Wolves,0,50
241,30,2,26,Sheep,0,100
241,30,2,26,Grass,0,201
242,30,2,26,Wolves,0,50
242,30,2,26,Sheep,0,100
242,30,2,26,Grass,0,188
243,30,2,26,Wolves,0,50
243,30,2,26,Sheep,0,100
243,30,2,26,Grass,0,215
244,30,2,26,Wolves,0,50
244,30,2,26,Sheep,0,100
244,30,2,26,Grass,0,195
245,30,2,26,Wolves,0,50
245,30,2,26,Sheep,0,100
245,30,2,26,Grass,0,209
246,30,2,26,Wolves,0,50
246,30,2,26,Sheep,0,100
246,30,2,26,Grass,0,196
247,30,2,26,Wolves,0,50
247,30,2,26,Sheep,0,100
247,30,2,26,Grass,0,196
248,30,2,26,Wolves,0,50
248,30,2,26,Sheep,0,100
248,30,2,26,Grass,0,193
249,30,2,26,Wolves,0,50
249,30,2,26,Sheep,0,100
249,30,2,26,Grass,0,210
250,30,3,18,Wolves,0,50
250,30,3,18,Sheep,0,100
250,30,3,18,Grass,0,197
251,30,3,18,Wolves,0,50
251,30,3,18,Sheep,0,100
251,30,3,18,Grass,0,206
252,30,3,18,Wolves,0,50
252,30,3,18,Sheep,0,100
252,30,3,18,Grass,0,215
253,30,3,18,Wolves,0,50
253,30,3,18,Sheep,0,100
253,30,3,18,Grass,0,188
254,30,3,18,Wolves,0,50
254,30,3,18,Sheep,0,100
254,30,3,18,Grass,0,202
255,30,3,18,Wolves,0,50
255,30,3,18,Sheep,0,100
255,30,3,18,Grass,0,192
256,30,3,18,Wolves,0,50
256,30,3,18,Sheep,0,100
256,30,3,18,Grass,0,183
257,30,3,18,Wolves,0,50
257,30,3,18,Sheep,0,100
257,30,3,18,Grass,0,203
258,30,3,18,Wolves,0,50
258,30,3,18,Sheep,0,100
258,30,3,18,Grass,0,198
259,30,3,18,Wolves,0,50
259,30,3,18,Sheep,0,100
259,30,3,18,Grass,0,203
260,30,3,20,Wolves,0,50
260,30,3,20,Sheep,0,100
260,30,3,20,Grass,0,194
261,30,3,20,Wolves,0,50
261,30,3,20,Sheep,0,100
261,30,3,20,Grass,0,205
262,30,3,20,Wolves,0,50
262,30,3,20,Sheep,0,100
262,30,3,20,Grass,0,203
263,30,3,20,Wolves,0,50
263,30,3,20,Sheep,0,100
263,30,3,20,Grass,0,215
264,30,3,20,Wolves,0,50
264,30,3,20,Sheep,0,100
264,30,3,20,Grass,0,198
265,30,3,20,Wolves,0,50
265,30,3,20,Sheep,0,100
265,30,3,20,Grass,0,200
266,30,3,20,Wolves,0,50
266,30,3,20,Sheep,0,100
266,30,3,20,Grass,0,201
267,30,3,20,Wolves,0,50
267,30,3,20,Sheep,0,100
267,30,3,20,Grass,0,199
268,30,3,20,Wolves,0,50
268,30,3,20,Sheep,0,100
268,30,3,20,Grass,0,198
269,30,3,20,Wolves,0,50
269,30,3,20,Sheep,0,100
269,30,3,20,Grass,0,203
270,30,3,22,Wolves,0,50
270,30,3,22,Sheep,0,100
270,30,3,22,Grass,0,189
271,30,3,22,Wolves,0,50
271,30,3,22,Sheep,0,100
271,30,3,22,Grass,0,193
272,30,3,22,Wolves,0,50
272,30,3,22,Sheep,0,100
272,30,3,22,Grass,0,212
273,30,3,22,Wolves,0,50
273,30,3,22,Sheep,0,100
273,30,3,22,Grass,0,196
274,30,3,22,Wolves,0,50
274,30,3,22,Sheep,0,100
274,30,3,22,Grass,0,199
275,30,3,22,Wolves,0,50
275,30,3,22,Sheep,0,100
275,30,3,22,Grass,0,213
276,30,3,22,Wolves,0,50
276,30,3,22,Sheep,0,100
276,30,3,22,Grass,0,195
277,30,3,22,Wolves,0,50
277,30,3,22,Sheep,0,100
277,30,3,22,Grass,0,192
